Country Name,Country Code,Time,Time Code,"Cause of death, by injury (% of total) [SH.DTH.INJR.ZS]","Cause of death, by non-communicable diseases (% of total) [SH.DTH.NCOM.ZS]","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total) [SH.DTH.COMM.ZS]",GDP per capita (current US$) [NY.GDP.PCAP.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP (current US$) [NY.GDP.MKTP.CD],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],"GDP, PPP (constant 2017 international $) [NY.GDP.MKTP.PP.KD]","GDP per capita, PPP (current international $) [NY.GDP.PCAP.PP.CD]",GNI (current US$) [NY.GNP.MKTP.CD],GNI growth (annual %) [NY.GNP.MKTP.KD.ZG],GNI per capita growth (annual %) [NY.GNP.PCAP.KD.ZG],"GNI per capita, PPP (current international $) [NY.GNP.PCAP.PP.CD]","GNI, PPP (current international $) [NY.GNP.MKTP.PP.CD]",Government Effectiveness: Estimate [GE.EST],Merchandise exports (current US$) [TX.VAL.MRCH.CD.WT],Population growth (annual %) [SP.POP.GROW],"Population, total [SP.POP.TOTL]",Rule of Law: Estimate [RL.EST],CO2 emissions (kt) [EN.ATM.CO2E.KT],"Death rate, crude (per 1,000 people) [SP.DYN.CDRT.IN]",Political Stability and Absence of Violence/Terrorism: Estimate [PV.EST]
Afghanistan,AFG,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,688000000,14.9644548746872,14003760,..,1527.89,14.838,..
Afghanistan,AFG,1994,YR1994,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,105000000,9.86426206628341,15455555,..,1493.59,14.689,..
Afghanistan,AFG,1995,YR1995,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,166000000,6.04653555233991,16418912,..,1457.69,14.092,..
Afghanistan,AFG,1996,YR1996,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-2.17516660690308,128000000,4.1030220499493,17106595,-1.78807544708252,1407.3,13.627,-2.41730952262878
Afghanistan,AFG,1997,YR1997,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,144000000,3.9106052193522,17788819,..,1344.1,13.334,..
Afghanistan,AFG,1998,YR1998,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-2.10229182243347,159000000,3.88293060489748,18493132,-1.73488676548004,1318,13.565,-2.42735457420349
Afghanistan,AFG,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,166000000,4.07787948472197,19262847,..,1122,12.463,..
Afghanistan,AFG,2000,YR2000,8.17558808319085,32.0097632220991,59.8146503168484,..,..,..,..,..,..,..,..,..,..,..,-2.17394614219666,137000000,1.4438030241194,19542982,-1.78066074848175,1078.12,12.096,-2.43896889686584
Afghanistan,AFG,2001,YR2001,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68000000,0.742516834396313,19688632,..,1088.638,11.713,..
Afghanistan,AFG,2002,YR2002,..,..,..,183.532775237202,..,3854235264.37171,..,26890054382.385,943.116264973781,..,..,..,..,..,-1.58768701553345,100000000,6.44932147797304,21000256,-1.67347323894501,1403.03,11.28,-2.03503370285034
Afghanistan,AFG,2003,YR2003,..,..,..,200.462375926026,8.83227781263571,4539496562.95373,0.927029128491213,29265058689.4061,970.645114676507,..,..,..,..,..,-1.17576801776886,144000000,7.54101896480183,22645130,-1.5582937002182,1653.207,10.698,-2.19837236404419
Afghanistan,AFG,2004,YR2004,..,..,..,221.65766209292,1.41411798058979,5220825048.64637,-2.49725463876793,29678901146.3632,971.811023482828,..,..,..,..,..,-0.945146262645721,305000000,3.93317768847308,23553551,-1.6939252614975,1292.307,10.277,-2.29568219184875
Afghanistan,AFG,2005,YR2005,..,..,..,255.055107095483,11.2297148236429,6226198934.83329,7.32187384114641,33011757107.8906,1075.67137317936,..,..,..,..,..,-1.2288156747818,384000000,3.57650800354462,24411191,-1.66296553611755,1961.711,9.941,-2.06750988960266
Afghanistan,AFG,2006,YR2006,..,..,..,274.000655690946,5.35740325126351,6971383338.70803,1.08498820068206,34780330056.488,1120.89312847686,..,..,..,..,..,-1.47365152835846,416000000,4.13967803534352,25442944,-1.87900483608246,2283.68,9.679,-2.21913456916809
Afghanistan,AFG,2007,YR2007,..,..,..,375.07826147255,13.8263195479763,9715765105.48016,11.8033826648298,39589169629.9389,1287.06440027539,..,..,..,..,..,-1.44011056423187,454000000,1.79319572747206,25903301,-1.85256004333496,2847.81,9.359,-2.4133734703064
Afghanistan,AFG,2008,YR2008,..,..,..,387.849288097831,3.92498382161573,10249770318.5697,1.86475446570947,41143038133.026,1336.21033898238,..,..,..,..,..,-1.52779507637024,540000000,2.00233326232255,26427199,-1.90330755710602,4375.64,8.832,-2.69136095046997
Afghanistan,AFG,2009,YR2009,..,..,..,443.845150536332,21.3905283931066,12154835707.8987,17.1435343251686,49943751386.6576,1575.31677908968,12120176204.6696,..,..,1570,43017518424.315,-1.50775218009949,403000000,3.56128837446668,27385307,-1.87611877918243,6558.97,8.535,-2.71142148971558
Afghanistan,AFG,2010,YR2010,11.0309239785858,40.8191640676136,48.1499135188659,554.59473461788,14.3624414692681,15633843661.8051,11.0992199166219,57116893447.1231,1771.19798501195,15661382530.542,..,..,1770,50017440572.547,-1.47831559181213,388000000,2.89490410370988,28189672,-1.87005805969238,8576.15,8.254,-2.57915186882019
Afghanistan,AFG,2011,YR2011,..,..,..,621.912413814308,0.426354784529209,18190413831.9037,-3.21136429567835,57360414055.1093,1749.93699491677,18170579461.7836,..,..,1750,51128371958.7309,-1.47410047054291,376000000,3.68950830230738,29249157,-1.9225001335144,11961.89,7.931,-2.50205969810486
Afghanistan,AFG,2012,YR2012,..,..,..,663.141052810937,12.7522870887171,20203572959.5023,8.24714425211255,64675178730.6937,1958.44762747924,20235386309.096,..,..,1960,59760957552.2293,-1.37553513050079,429000000,4.07762772858795,30466479,-1.6518931388855,10208.13,7.711,-2.41856145858765
Afghanistan,AFG,2013,YR2013,..,..,..,651.987861948108,5.60074465808154,20564485419.1684,2.00252214522922,68297470348.5577,2062.05917625276,20636233966.8638,..,..,2070,65266760469.3186,-1.39949083328247,515000000,3.46678830410982,31541209,-1.60911154747009,9402.05,7.478,-2.51934909820557
Afghanistan,AFG,2014,YR2014,..,..,..,628.146803888496,2.72454336394854,20550582746.8448,-0.964803329240652,70158264544.684,2110.82956797747,20548204590.5935,..,..,2110,69050351844.7807,-1.35930466651917,570000000,3.65757606530364,32716210,-1.43704450130463,9281.34,7.395,-2.41106843948364
Afghanistan,AFG,2015,YR2015,16.3899646832828,44.2190527205372,39.3909806318543,592.476164793256,1.45131466009755,19998143635.873,-1.66641641520391,71176481723.2911,2128.12593822669,20178932633.8859,..,..,2150,72481076025.8795,-1.39618384838104,571000000,3.12134122890873,33753499,-1.51520264148712,10057.59,7.331,-2.56262516975403
Afghanistan,AFG,2016,YR2016,..,..,..,520.251954939821,2.26031420130452,18019554403.4503,-0.345802496981889,72785293847.6716,2023.83465629732,18199122411.6311,..,..,2040,70796494469.9087,-1.29025280475616,596000000,2.58154939895659,34636207,-1.52071392536163,9294.93,7.077,-2.6621561050415
Afghanistan,AFG,2017,YR2017,..,..,..,530.14986261654,2.64700320195786,18896353155.8839,-0.253593781811986,74711922906.3738,2096.09311055337,19145018172.223,..,..,2120,75695088355.1237,-1.38897216320038,723000000,2.86649214750073,35643418,-1.58373689651489,10022.78,7.027,-2.79497361183167
Afghanistan,AFG,2018,YR2018,..,..,..,502.057099211089,1.18922812838034,18418860354.4238,-1.68857659267114,75600418108.8303,2110.23938365518,18610269530.2095,..,..,2130,78222424829.3605,-1.50134539604187,875000000,2.88520797304849,36686784,-1.68858671188354,10972.38,6.981,-2.75326204299927
Afghanistan,AFG,2019,YR2019,17.2884637273119,49.7810848710223,32.9304513537869,500.52298078433,3.911603419423,18904502222.2108,0.932833388709597,78557606648.6734,2168.13376468689,19205027114.1875,..,..,2200,83191120760.8249,-1.51861417293549,864000000,2.90852909268743,37769499,-1.74131882190704,11238.83,6.791,-2.65240693092346
Afghanistan,AFG,2020,YR2020,..,..,..,516.866797351726,-2.35110067344623,20143451705.7548,-5.3646659309623,76710638229.7132,2078.59508637203,20332393769.3244,..,..,2100,81767321870.2404,-1.60950922966003,777000000,3.13474690779163,38972230,-1.83137428760529,8709.47,7.113,-2.70263171195984
Afghanistan,AFG,2021,YR2021,..,..,..,363.674087113049,-20.6999999939715,14583135236.5744,-22.9291944307147,60831536120.7871,1673.96405892148,14705487686.3023,..,..,1690,67688237155.4025,-1.66956210136414,1035000000,2.85135765449931,40099462,-1.87635684013367,..,7.344,-2.51853036880493
Afghanistan,AFG,2022,YR2022,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.87955236434937,992000000,2.53449831666733,41128771,-1.65844225883484,..,..,-2.5508017539978
Albania,ALB,1960,YR1960,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49000000,..,1608800,..,..,16.681,..
Albania,ALB,1961,YR1961,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49000000,3.12085537059054,1659800,..,..,15.735,..
Albania,ALB,1962,YR1962,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41000000,3.05673050279088,1711319,..,..,14.871,..
Albania,ALB,1963,YR1963,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48000000,2.95374876199632,1762621,..,..,13.918,..
Albania,ALB,1964,YR1964,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60000000,2.88068642624326,1814135,..,..,12.993,..
Albania,ALB,1965,YR1965,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.75402123804227,1864791,..,..,12.146,..
Albania,ALB,1966,YR1966,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.63456387954101,1914573,..,..,11.396,..
Albania,ALB,1967,YR1967,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.63019034549493,1965598,..,..,10.738,..
Albania,ALB,1968,YR1968,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.84251071048949,2022272,..,..,10.131,..
Albania,ALB,1969,YR1969,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.8960833877323,2081695,..,..,9.552,..
Albania,ALB,1970,YR1970,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.55085117829323,2135479,..,..,9.013,..
Albania,ALB,1971,YR1971,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.4229720170788,2187853,..,..,8.558,..
Albania,ALB,1972,YR1972,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.49497310670312,2243126,..,..,8.121,..
Albania,ALB,1973,YR1973,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.36255222384825,2296752,..,..,7.742,..
Albania,ALB,1974,YR1974,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.29721417566909,2350124,..,..,7.417,..
Albania,ALB,1975,YR1975,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.3011538096943,2404831,..,..,7.137,..
Albania,ALB,1976,YR1976,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.20823525497527,2458526,..,..,6.937,..
Albania,ALB,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.21325217885547,2513546,..,..,6.711,..
Albania,ALB,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.07574189532527,2566266,..,..,6.595,..
Albania,ALB,1979,YR1979,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.98945701957156,2617832,..,..,6.445,..
Albania,ALB,1980,YR1980,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.04796386136191,2671997,..,..,6.05,..
Albania,ALB,1981,YR1981,..,..,..,..,5.74563529228122,..,3.64864854723071,..,..,..,..,..,..,..,..,..,2.00297430640894,2726056,..,..,5.973,..
Albania,ALB,1982,YR1982,..,..,..,..,2.94859680118948,..,0.795840071093252,..,..,..,..,..,..,..,..,..,2.11327178253342,2784278,..,..,5.899,..
Albania,ALB,1983,YR1983,..,..,..,..,1.10493826195044,..,-1.01680217228552,..,..,..,..,..,..,..,..,..,2.12088533357751,2843960,..,..,5.838,..
Albania,ALB,1984,YR1984,..,..,..,639.484735848211,-1.25159664405811,1857338011.85488,-3.30749720231945,..,..,1860538011.88334,..,..,..,..,..,..,2.10393661802013,2904429,..,..,5.808,..
Albania,ALB,1985,YR1985,..,..,..,639.865909445734,1.78064395924903,1897050133.42015,-0.290595348322142,..,..,1898450133.4326,..,..,..,..,..,..,2.05599460887143,2964762,..,..,5.794,..
Albania,ALB,1986,YR1986,..,..,..,693.873474633887,5.63724317852112,2097326250,3.61465554406624,..,..,2097426250,..,..,..,..,..,..,1.93322081083734,3022635,..,..,5.73,..
Albania,ALB,1987,YR1987,..,..,..,674.793383069492,-0.787842654927246,2080796250,-2.74949637948961,..,..,2081196250,..,..,..,..,..,..,1.99703995612751,3083605,..,..,5.627,..
Albania,ALB,1988,YR1988,..,..,..,652.774321396566,-1.42003965566391,2051236250,-3.26252233446822,..,..,2051436250,..,..,..,..,..,258000000,1.88671052887888,3142336,..,..,5.578,..
Albania,ALB,1989,YR1989,..,..,..,697.995596576519,9.83654897187228,2253090000,6.9236172850875,..,..,2252990000,..,..,..,..,..,305000000,2.68786198874035,3227943,..,..,5.554,..
Albania,ALB,1990,YR1990,..,..,..,617.230435515505,-9.57564016993415,2028553750,-11.187905298961,15864229287.9428,2549.74680052103,2026653750,..,..,2550,8373347891.20266,..,230000000,1.79908559333186,3286542,..,6060.5,5.526,..
Albania,ALB,1991,YR1991,..,..,..,336.586994504629,-28.0021416559099,1099559027.77778,-27.5668208369982,11421905330.1147,1909.31915995857,1077859027.77778,..,..,1880,6135370973.60339,..,100000000,-0.602809679480026,3266790,..,4119.6,5.515,..
Albania,ALB,1992,YR1992,..,..,..,200.852219772323,-7.18711091500037,652174990.837304,-6.62255121235502,10601000325.4331,1823.5036094765,617074990.170926,..,..,1740,5656999062.40223,..,70000000,-0.606434726201759,3247039,..,2239.3,5.466,..
Albania,ALB,1993,YR1993,..,..,..,367.279225077581,9.5594116849315,1185315468.46295,10.2299493531342,11614393589.2621,2057.6920475362,1219215468.95285,..,..,2110,6798099931.15892,..,122000000,-0.610165792730247,3227287,..,2078.4,5.48,..
Albania,ALB,1994,YR1994,..,..,..,586.416133065074,8.30286659699671,1880950857.78702,8.96976165855091,12578721195.0287,2290.14391682223,1894750857.78702,..,..,2300,7390365152.69946,..,140000000,-0.613880506929603,3207536,..,2084.7,5.52,..
Albania,ALB,1995,YR1995,..,..,..,750.604449178826,13.322333321684,2392764853.42107,14.0244959298688,14254500360.2357,2666.08195137438,2436364853.42107,..,..,2710,8627338336.84756,..,202000000,-0.617703658436963,3187784,..,1951.1,5.549,..
Albania,ALB,1996,YR1996,..,..,..,1009.97711375563,9.09999943646361,3199640825.62258,9.78017987930293,15551659812.6879,2980.41887081088,3271323099.84074,..,..,3050,9653598053.35543,-0.68858790397644,207000000,-0.62151139901728,3168033,-0.684481799602509,1968,5.571,-0.336625128984451
Albania,ALB,1997,YR1997,..,..,..,717.380047745673,-10.9199840781391,2258513974.0968,-10.3611049709411,13853421037.256,2717.68470080045,2308847102.93115,..,..,2780,8746714475.59962,..,139000000,-0.625430096900055,3148281,..,1479.16,5.923,..
Albania,ALB,1998,YR1998,..,..,..,813.789396580449,8.82942375839806,2545964540.88383,9.51648443822282,15076598285.6704,3021.17960396358,2622487165.91691,9.46057086122849,10.1516160917617,3110,9735939999.48508,-0.732602536678314,205000000,-0.629334392525913,3128530,-0.929671704769135,1804.55,5.664,-0.544004201889038
Albania,ALB,1999,YR1999,..,..,..,1033.24253162418,12.8908036407763,3212121650.97755,13.6080691237129,17020092966.3848,3471.64661643634,3287389862.41854,12.2700837176716,12.9834053809075,3550,11045476297.6439,..,351000000,-0.63335227398725,3108778,..,2985.35,5.732,..
Albania,ALB,2000,YR2000,7.74830028075972,84.1423460009506,8.10935164207416,1126.68334010717,6.94621659244254,3480355258.04122,7.63002243937019,18202345488.065,3861.33300611406,3585007221.82101,7.70333076462917,8.39197754108407,3980,12286421765.5495,-0.917780160903931,261000000,-0.637356833943492,3089027,-1.02066767215729,3186.54,5.798,-0.539989590644836
Albania,ALB,2001,YR2001,..,..,..,1281.6598256178,8.29331263121023,3922100793.5403,9.31439713939355,19711922905.6032,4300.22273491517,4048094111.09564,8.54185481562601,9.56528279791658,4440,13582158059.1547,..,307000000,-0.93847042771206,3060173,..,3234.2,5.872,..
Albania,ALB,2002,YR2002,..,..,..,1425.12421860142,4.53652416035675,4348068242.19512,4.85047533419143,20606159050.6868,4661.40269532788,4457186384.03827,3.829516532653,4.14134437326601,4780,14578898002.6769,-0.624333381652832,340000000,-0.299876697084691,3051010,-0.762321412563324,3761.9,5.953,-0.297719180583954
Albania,ALB,2003,YR2003,..,..,..,1846.12012081207,5.52863746491788,5611496257.14231,5.9242115424577,21745398880.0436,5000.29565068603,5762066193.23098,5.6872870467914,6.08345582225883,5130,15606803804.4588,-0.563986718654633,448000000,-0.374149169291299,3039616,-0.716323494911194,4137.4,6.057,-0.309780240058899
Albania,ALB,2004,YR2004,..,..,..,2373.58129170055,5.51466791097914,7184685781.51876,5.9565695961824,22944585414.1958,5427.76712861162,7353974652.91914,5.21325648443487,5.65389584071299,5560,16816639912.577,-0.408371657133102,605000000,-0.417931377925999,3026939,-0.701032340526581,4322.3,6.181,-0.427259683609009
Albania,ALB,2005,YR2005,..,..,..,2673.78780296036,5.52642424695465,8052077209.3737,6.06788243935723,24212600545.8892,5865.29135442867,8214108537.76182,5.15037045829227,5.68989911118751,5980,18018684855.0701,-0.696387231349945,659000000,-0.511790116421897,3011487,-0.763833165168762,4095.9,6.306,-0.505047976970673
Albania,ALB,2006,YR2006,..,..,..,2972.74361818169,5.90265903591924,8896074996.35876,6.57292298236362,25641787799.8421,6565.63337421329,9158294205.95913,6.84400679494055,7.52022858483932,6760,20227106610.1182,-0.580952644348145,790000000,-0.630911244851673,2992547,-0.703135848045349,4081.8,6.477,-0.508157312870026
Albania,ALB,2007,YR2007,..,..,..,3595.03830207997,5.98325951855567,10677324872.8286,6.78722893588666,27176002509.104,7284.16653783604,10975296979.2048,5.83358451353178,6.63641852393975,7490,22237841235.9285,-0.427722543478012,1079000000,-0.75571875541991,2970017,-0.661545991897583,4258.4,6.318,-0.203974649310112
Albania,ALB,2008,YR2008,..,..,..,4370.53971115737,7.50004143020151,12881352878.2501,8.3281084229243,29214213956.3594,8228.35457586499,12946373388.9073,5.17922589262965,5.98941576905285,8270,24373957853.1966,-0.367063492536545,1027000000,-0.767342959142321,2947314,-0.600079298019409,4209.5,6.57,-0.0305009130388498
Albania,ALB,2009,YR2009,..,..,..,4114.13404061058,3.35428934987461,12044205572.4342,4.05313986380152,30194143223.7472,8813.51676007141,11852736947.5089,1.2292436679152,1.91372526424519,8670,25391563499.9787,-0.255941480398178,1091000000,-0.673894046451936,2927519,-0.49437016248703,4368.2,6.81,-0.0451405122876167
Albania,ALB,2010,YR2010,6.14152050888872,90.5993497247237,3.25913151879465,4094.34969883571,3.70693815255319,11926926654.0521,4.22308382721044,31313421438.7448,9628.64011247685,11807769475.0008,4.30660601985851,4.82573621976985,9530,27768210135.593,-0.279453217983246,1544000000,-0.49646196338738,2913021,-0.385760486125946,4785.4,7.029,-0.191482901573181
Albania,ALB,2011,YR2011,..,..,..,4437.14114631148,2.54540614450104,12890760272.5584,2.82164245514005,32110475192.1001,10207.7594552245,12894099756.3494,3.60688839197911,3.88598411827481,10210,29663214300.473,-0.202177077531815,1947000000,-0.269017331764615,2905195,-0.442926466464996,5136.7,7.238,-0.282379418611526
Albania,ALB,2012,YR2012,..,..,..,4247.63135624709,1.4172427999078,12319834233.2904,1.58487281451019,32565558589.7763,10526.2501064206,12228069233.7911,0.644181702743111,0.810533944065256,10450,30302939280.3138,-0.26892501115799,1967000000,-0.165151040121679,2900401,-0.519839763641357,4541.8,7.573,-0.143631592392921
Albania,ALB,2013,YR2013,..,..,..,4413.06339738921,1.00201754071108,12776224537.2743,1.18723435286199,32891871199.0764,10570.9660445504,12996543394.0837,3.45920809556073,3.64893088702274,10750,31131666723.0893,-0.323875933885574,2339000000,-0.183211384606402,2895092,-0.518606007099152,4795.4,7.819,0.0919297859072685
Albania,ALB,2014,YR2014,..,..,..,4578.63320812155,1.77444885260394,13228147516.1168,1.98538809180384,33475520630.1684,11259.3036811774,13349419700.4171,0.990944636234971,1.20025997292129,11360,32827519380.2111,-0.0489184409379959,2429000000,-0.207046999760594,2889104,-0.310979843139648,5188,7.868,0.485986232757568
